id,text,author_id,created_at,public_metrics,reply_settings,entities,possibly_sensitive,edit_history_tweet_ids,source,lang,referenced_tweets,conversation_id,in_reply_to_user_id,attachments,withheld,predictions
1140906219252490245,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",3366646340,2019-06-18T08:56:54.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140906219252490245'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140906219252490245,,,,1
1140906183730987008,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",256355058,2019-06-18T08:56:45.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140906183730987008'],Twitter Web Client,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140906183730987008,,,,1
1140906115644846080,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",148814707,2019-06-18T08:56:29.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140906115644846080'],Twitter Web App,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140906115644846080,,,,1
1140905942004801536,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",538851505,2019-06-18T08:55:48.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905942004801536'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905942004801536,,,,1
1140905923004813312,RT @ABC: UNDERWATER CLEANUP: Around 633 scuba divers set a world record for the largest mass underwater cleanup of a section of seabed near…,2180003552,2019-06-18T08:55:43.000Z,"{'retweet_count': 513, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 7, 'username': 'ABC', 'id': '28785486'}], 'annotations': [{'start': 9, 'end': 26, 'probability': 0.7895, 'type': 'Other', 'normalized_text': 'UNDERWATER CLEANUP'}]}",False,['1140905923004813312'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1140645893273767938'}]",1140905923004813312,,,,1
1140905811843174400,@bmusonza This is garbage,1110160049798819840,2019-06-18T08:55:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'bmusonza', 'id': '32836225'}]}",False,['1140905811843174400'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1140599120161382400'}]",1140599120161382400,32836225.0,,,1
1140905764111835136,"RT @TRIN_IIDX: 오늘 투덱 성과-램프

EMERALDAS H-CLEAR
OTENAMI Hurricane EXH-CLEAR
Carmina H-CLEAR
天空の夜明け EXH-CLEAR !!!!!! https://t.co/ctAWRcN5nz",899492306255962112,2019-06-18T08:55:05.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/ctAWRcN5nz', 'expanded_url': 'https://twitter.com/TRIN_IIDX/status/1140684663091953664/photo/1', 'display_url': 'pic.twitter.com/ctAWRcN5nz', 'media_key': '3_1140684578010484736'}, {'start': 114, 'end': 137, 'url': 'https://t.co/ctAWRcN5nz', 'expanded_url': 'https://twitter.com/TRIN_IIDX/status/1140684663091953664/photo/1', 'display_url': 'pic.twitter.com/ctAWRcN5nz', 'media_key': '3_1140684603495047170'}, {'start': 114, 'end': 137, 'url': 'https://t.co/ctAWRcN5nz', 'expanded_url': 'https://twitter.com/TRIN_IIDX/status/1140684663091953664/photo/1', 'display_url': 'pic.twitter.com/ctAWRcN5nz', 'media_key': '3_1140684625095692288'}, {'start': 114, 'end': 137, 'url': 'https://t.co/ctAWRcN5nz', 'expanded_url': 'https://twitter.com/TRIN_IIDX/status/1140684663091953664/photo/1', 'display_url': 'pic.twitter.com/ctAWRcN5nz', 'media_key': '3_1140684644188184577'}]}",False,['1140905764111835136'],Twitter for Android,ja,"[{'type': 'retweeted', 'id': '1140684663091953664'}]",1140905764111835136,,"{'media_keys': ['3_1140684578010484736', '3_1140684603495047170', '3_1140684625095692288', '3_1140684644188184577']}",,1
1140905758327898112,@bea_rmc I'm really sorry that some people are garbage. I hope Bea recovers well. Please give her a hug from me.,17586383,2019-06-18T08:55:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 8, 'username': 'bea_rmc', 'id': '1092370788630626304'}], 'annotations': [{'start': 63, 'end': 65, 'probability': 0.8115, 'type': 'Other', 'normalized_text': 'Bea'}]}",False,['1140905758327898112'],Twitter Web App,en,"[{'type': 'replied_to', 'id': '1140866292129419264'}]",1140866292129419264,1.0923707886306263e+18,,,1
1140905656628711424,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",2370240556,2019-06-18T08:54:40.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905656628711424'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905656628711424,,,,1
1140905589897404417,"Hurricane Season : ⚡⛈
June to November https://t.co/pDInb97NDu",843941396419678208,2019-06-18T08:54:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/pDInb97NDu', 'expanded_url': 'https://twitter.com/PerfectingPaint/status/1140905589897404417/photo/1', 'display_url': 'pic.twitter.com/pDInb97NDu', 'media_key': '3_1140905586239901696'}], 'annotations': [{'start': 0, 'end': 8, 'probability': 0.6493, 'type': 'Other', 'normalized_text': 'Hurricane'}]}",False,['1140905589897404417'],Twitter for Android,en,,1140905589897404417,,{'media_keys': ['3_1140905586239901696']},,1
1140905541348352000,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",354545035,2019-06-18T08:54:12.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905541348352000'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905541348352000,,,,1
1140905514940928000,18-06-2019 09:54:01 https://t.co/oXahufxVdt #BlastFMKpop 🔊 BOA - Hurricane Venus,952731979115646977,2019-06-18T08:54:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/oXahufxVdt', 'expanded_url': 'http://blastfmsocial.media/BlastFMKpop', 'display_url': 'blastfmsocial.media/BlastFMKpop', 'status': 200, 'unwound_url': 'https://blastfmsocial.media/BlastFMKpop'}], 'hashtags': [{'start': 44, 'end': 56, 'tag': 'BlastFMKpop'}], 'annotations': [{'start': 45, 'end': 55, 'probability': 0.6215, 'type': 'Other', 'normalized_text': 'BlastFMKpop'}, {'start': 59, 'end': 61, 'probability': 0.3287, 'type': 'Organization', 'normalized_text': 'BOA'}, {'start': 65, 'end': 79, 'probability': 0.85, 'type': 'Other', 'normalized_text': 'Hurricane Venus'}]}",False,['1140905514940928000'],BlastFMKPopTweetcast,pt,,1140905514940928000,,,,1
1140905469554417664,RT @ABC: UNDERWATER CLEANUP: Around 633 scuba divers set a world record for the largest mass underwater cleanup of a section of seabed near…,703597554085306368,2019-06-18T08:53:55.000Z,"{'retweet_count': 402, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 7, 'username': 'ABC', 'id': '28785486'}], 'annotations': [{'start': 9, 'end': 26, 'probability': 0.7895, 'type': 'Other', 'normalized_text': 'UNDERWATER CLEANUP'}]}",False,['1140905469554417664'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140766348559171585'}]",1140905469554417664,,,,1
1140905467612286976,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",112689149,2019-06-18T08:53:55.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905467612286976'],UberSocial for Android,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905467612286976,,,,1
1140905427913232384,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",989327125,2019-06-18T08:53:45.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905427913232384'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905427913232384,,,,1
1140905331712823306,Now Playing: The Gillis Silo - She's My Hurricane Is On Q106.8 Country #NowPlayingOnTheQ,1530981678,2019-06-18T08:53:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 71, 'end': 88, 'tag': 'NowPlayingOnTheQ'}], 'annotations': [{'start': 17, 'end': 27, 'probability': 0.4283, 'type': 'Person', 'normalized_text': 'Gillis Silo'}, {'start': 31, 'end': 51, 'probability': 0.8366, 'type': 'Other', 'normalized_text': ""She's My Hurricane Is""}, {'start': 63, 'end': 69, 'probability': 0.4711, 'type': 'Other', 'normalized_text': 'Country'}]}",False,['1140905331712823306'],erased12776911,en,,1140905331712823306,,,,1
1140905312150413312,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",1079696705379946497,2019-06-18T08:53:18.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905312150413312'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905312150413312,,,,1
1140905293720608768,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",1067028709989728257,2019-06-18T08:53:13.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905293720608768'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905293720608768,,,,1
1140905241044381696,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",2889826801,2019-06-18T08:53:01.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905241044381696'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905241044381696,,,,1
1140905231133241344,@ngpnmc There is still garbage on the spot. Not properly cleaned  also from Ambazari overflow square to mate square there is lot of garbage on the footpaths of both sides of the roads please clear it. https://t.co/z0O8ZyNpo0,2210728454,2019-06-18T08:52:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 7, 'username': 'ngpnmc', 'id': '782892050538565632'}], 'urls': [{'start': 201, 'end': 224, 'url': 'https://t.co/z0O8ZyNpo0', 'expanded_url': 'https://twitter.com/ngpnmc/status/1140562379991732224', 'display_url': 'twitter.com/ngpnmc/status/…'}], 'annotations': [{'start': 76, 'end': 83, 'probability': 0.6939, 'type': 'Place', 'normalized_text': 'Ambazari'}]}",False,['1140905231133241344'],Twitter for Android,en,"[{'type': 'quoted', 'id': '1140562379991732224'}]",1140905231133241344,7.828920505385656e+17,,,1
1140905192705134592,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",597391850,2019-06-18T08:52:49.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905192705134592'],Twitter Web App,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905192705134592,,,,1
1140905168667459584,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",1029280749361360896,2019-06-18T08:52:43.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905168667459584'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905168667459584,,,,1
1140905106407337984,AVAILABLE: Hurricane Season: Florida Panhandle Mystery # 1 by Michaela Thompson - https://t.co/FmRnS4w2wY,236073812,2019-06-18T08:52:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/FmRnS4w2wY', 'expanded_url': 'http://www.booklending.com/~B00BMZ708M', 'display_url': 'booklending.com/~B00BMZ708M'}], 'annotations': [{'start': 11, 'end': 26, 'probability': 0.6756, 'type': 'Other', 'normalized_text': 'Hurricane Season'}, {'start': 29, 'end': 53, 'probability': 0.8943, 'type': 'Other', 'normalized_text': 'Florida Panhandle Mystery'}, {'start': 57, 'end': 57, 'probability': 0.5814, 'type': 'Other', 'normalized_text': '1'}, {'start': 62, 'end': 78, 'probability': 0.9614, 'type': 'Person', 'normalized_text': 'Michaela Thompson'}]}",False,['1140905106407337984'],BLFeed,en,,1140905106407337984,,,,1
1140905034672168966,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",721505913903910912,2019-06-18T08:52:11.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140905034672168966'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140905034672168966,,,,1
1140905013587402752,RT @PromodGeorge: @RanveerOfficial time soon to ditch being called gullyboy and being remembered as “The Haryana hurricane” in ‘83.. This o…,2924857471,2019-06-18T08:52:06.000Z,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 16, 'username': 'PromodGeorge', 'id': '44851360'}, {'start': 18, 'end': 34, 'username': 'RanveerOfficial', 'id': '68497896'}], 'annotations': [{'start': 101, 'end': 121, 'probability': 0.6775, 'type': 'Other', 'normalized_text': 'The Haryana hurricane'}]}",False,['1140905013587402752'],Twitter Web Client,en,"[{'type': 'retweeted', 'id': '1140509962659094528'}]",1140905013587402752,,,,1
1140904996642463744,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",470646709,2019-06-18T08:52:02.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140904996642463744'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140904996642463744,,,,1
1140904940724002816,"RT @FOX13News: WORLD RECORD! 633 divers in South Florida broke the Guinness World Record for the largest underwater cleanup in history, col…",350181437,2019-06-18T08:51:49.000Z,"{'retweet_count': 20882, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'FOX13News', 'id': '15750898'}], 'annotations': [{'start': 43, 'end': 55, 'probability': 0.953, 'type': 'Place', 'normalized_text': 'South Florida'}, {'start': 67, 'end': 87, 'probability': 0.9032, 'type': 'Other', 'normalized_text': 'Guinness World Record'}]}",False,['1140904940724002816'],TweetDeck,en,"[{'type': 'retweeted', 'id': '1140335163509039105'}]",1140904940724002816,,,,1
